word,surprisal
In,4.186636801678008
Ireland's,13.44846632399266
County,10.41268184640677
"Limerick,",11.33951211204528
near,10.41268184640677
the,1.4297136266259465
River,8.065943143301833
"Shannon,",11.597992452859952
there,10.41268184640677
is,2.0847739796902856
a,2.1433947635148103
quiet,8.693213194690632
little,10.49069071389983
suburb,11.224963353311129
by,10.498994340453384
the,1.5126676051007568
name,6.340931202486426
of,2.396832855699767
"Garryowen,",15.760102552921785
which,10.41268184640677
means,6.376572586152276
"""Garden",10.852806788424072
of,10.41268184640677
"Owen.""",15.760102552921785
Undoubtedly,17.466347458622153
none,10.41268184640677
of,2.245763444287656
the,1.200893820446828
residents,8.671889613891672
realize,10.8585950698419
the,4.499504830299638
influence,8.323705425105729
their,10.930943917720436
town,8.569802550104201
has,5.665161360223731
had,5.114100127116052
on,6.835921296707732
American,6.976002755096158
military,6.068696863905132
"history,",11.506696102718887
or,10.41268184640677
the,3.3386887721941068
deeds,16.455530210112926
of,10.41268184640677
valor,15.760102552921785
that,10.41268184640677
have,5.6172349856678645
been,1.3925081133492154
done,5.979078896320756
in,3.118252094565953
its,5.158973932693635
name.,13.09186087001312
The,3.120973059329459
cry,14.60795043212804
"""Garryowen!""",10.433497965716953
Bursting,17.466347458622153
from,10.41268184640677
the,1.1546306840536642
lips,10.748419945364049
of,10.453889595415305
a,3.501907207056287
charging,15.245721081725222
cavalry,10.445201191835514
trooper,10.552656721923686
was,10.41268184640677
the,2.927780116532962
last,5.955929642030061
sound,11.574763467988918
heard,10.918337725098906
on,4.165879769054978
this,5.688600872626809
earth,8.29967487785245
by,5.98098907839406
untold,14.232165492459938
numbers,10.41268184640677
of,2.2093527398993
"Cheyennes,",15.760102552921785
Sioux,10.41268184640677
and,3.741283396764125
"Apaches,",15.642328082082512
Mexican,10.41268184640677
banditos,10.613467267756125
under,10.41268184640677
Pancho,12.053381733057254
"Villa,",10.41268184640677
Japanese,10.41268184640677
in,5.149893768608938
the,1.3154413828328713
South,6.640819227967643
"Pacific,",11.780499213405347
and,10.41268184640677
Chinese,9.243733147547305
and,4.192873604603918
North,7.01162764987268
Korean,2.4469255178640097
Communists,10.833266902590838
in,5.835881323527905
Korea.,15.39539174215468
Garryowen,17.466347458622153
is,10.41268184640677
the,2.5476439922727514
battle,6.826413715968905
cry,6.57868724663088
of,10.433497965716953
the,1.200893820446828
7th,7.898924016339852
U.S.,10.682330661929695
Cavalry,11.35133551560147
"Regiment,",10.485116408097518
"""The",10.41268184640677
Fighting,10.41268184640677
"Seventh.""",10.49069071389983
Today,8.890696697634347
a,6.109885443094584
battle,7.931834250091759
cry,6.57868724663088
may,10.433497965716953
seem,6.61427867282202
an,10.586053953551886
"anachronism,",13.5323237002121
for,10.41268184640677
in,7.752550928506454
the,1.3154413828328713
modern,7.285907671415301
"Army,",11.262911619136622
esprit,10.41268184640677
de,10.41268184640677
corps,6.2213415963618495
has,10.528864328377765
been,1.4880843191716768
sacrificed,8.367932516202176
to,5.821316120948482
organizational,15.392358954179343
charts,10.41268184640677
and,3.968547288439674
tables.,15.642328082082512
But,7.476636339337408
don't,10.964380666843804
tell,10.41268184640677
that,10.666137474577225
to,6.926727023214059
a,3.5472490032953647
veteran,8.693213194690632
of,4.287885930446977
the,1.200893820446828
Fighting,16.455530210112926
"Seventh,",10.49069071389983
especially,10.41268184640677
in,2.156243201347988
a,3.0383119238710807
saloon,9.942416173666146
on,10.433497965716953
Saturday,6.915414875697011
night.,10.586053953551886
Of,8.151556985289506
all,4.42276210298829
the,2.29126380085231
thousands,9.903022323078334
of,1.7146971374148676
men,7.822370777661677
who,4.09011856653727
have,4.180402020744747
served,6.008527498575775
in,2.5157312087113324
the,1.3154413828328713
7th,7.898924016339852
"Cav,",10.682330661929695
perhaps,10.41268184640677
no,10.698265803008391
one,3.924111879017554
knows,8.380951481389872
its,10.507229584228376
spirit,13.09186087001312
better,10.608538600098898
than,2.919578540507264
Lieutenant,12.402785975485903
Colonel,2.943561766890623
Melbourne,10.700521663560346
C.,10.528864328377765
Chandler.,10.70277244665735
Wiry,17.466347458622153
and,10.41268184640677
"burr-headed,",15.642328082082512
with,10.41268184640677
steel,8.264168073807696
blue,10.716171785121514
eyes,5.1021933513673865
and,3.202168457832436
a,3.6834291636666263
chest,10.63060056488396
splattered,10.498994340453384
with,10.41268184640677
"medals,",14.258129501114263
Chandler,10.41268184640677
is,10.47387370275808
the,2.5476439922727514
epitome,16.455530210112926
of,10.41268184640677
the,1.200893820446828
old-time,16.455530210112926
trooper.,10.41268184640677
The,3.120973059329459
truth,9.99282991528678
"is,",10.654408235508033
"however,",10.41268184640677
that,10.41268184640677
when,6.3589977701695535
Mel,12.53889178915346
Chandler,10.41268184640677
first,10.47387370275808
reported,6.926890390674089
to,2.728468286031182
the,1.874175499462157
regiment,8.85412787552919
the,5.285272451409265
only,6.003892347750652
steed,12.513847744284732
he,10.41268184640677
had,2.6811825816591117
ever,6.276840697439084
ridden,11.140106620993905
was,10.445201191835514
a,3.028162976289786
swivel,15.245721081725222
chair,10.41268184640677
and,4.336050620838821
the,2.471553659984506
only,6.003892347750652
weapon,12.513847744284732
he,10.575896167946674
had,2.6811825816591117
ever,6.276840697439084
wielded,11.140106620993905
was,10.43055063239178
a,3.028162976289786
pencil.,15.245721081725222
Chandler,17.466347458622153
had,10.47387370275808
been,1.8315393886611444
commissioned,7.275942768294559
in,3.623041171083029
the,1.3154413828328713
Medical,11.840409693271663
Service,10.526185444405424
Corps,5.174308595809659
and,3.400253015844672
was,4.135410629126278
serving,8.380730575646655
as,2.597569167664512
a,1.723669158911031
personnel,10.63060056488396
officer,10.807280511580302
for,6.243474553000639
the,1.345918144639204
Kansas,9.141643378479465
City,2.9755149958090965
Medical,11.61258073663019
Depot,10.526185444405424
when,10.433497965716953
he,2.084368005189948
decided,5.773719506697261
that,2.459009468690904
if,5.483723431361053
he,2.695541000292052
was,1.906404629287456
going,6.708106970212
to,1.4497701084918535
make,4.768571223090765
the,2.0772707909708
Army,7.879879449125118
his,11.305642959587018
"career,",13.86798820073432
he,10.41268184640677
wanted,4.926659670708681
to,1.1437169926823796
be,2.9631387573429597
in,4.642026111944614
the,1.3154413828328713
fighting,7.675818919908456
part,10.991695907488843
of,0.5002170323209126
it.,15.760102552921785
Though,7.857163854846693
he,3.809363450857616
knew,6.118388510522652
no,10.684622716383826
more,4.013697260002357
about,5.649597676588082
military,12.445794022208478
science,6.891575585877628
and,3.5737135710468952
tactics,9.425721980997649
than,10.603585520307838
any,3.926206466954965
other,3.0041005893515758
desk,12.670055058582223
"officer,",10.439366699366223
he,10.41268184640677
managed,7.340754001833649
to,1.589511827849082
get,5.566778890519741
transferred,11.140106620993905
to,1.3513903082951728
the,1.874175499462157
combat,10.056935275577718
forces.,10.829312687193204
The,3.120973059329459
next,5.240520844909081
thing,11.57851655696069
he,4.299670868473185
knew,6.118388510522652
he,3.881117458775488
was,1.906404629287456
reporting,14.779325510181865
for,5.867197042554095
duty,9.001753907481968
as,5.262329233917209
commanding,8.651816429620844
officer,2.967970120442923
of,3.3624977246659427
Troop,15.760102552921785
"H,",10.41268184640677
7th,10.41268184640677
"Cavalry,",10.682330661929695
in,10.41268184640677
the,1.3154413828328713
middle,7.013998755243232
of,2.023842612623539
corps,15.760102552921785
maneuvers,10.528864328377765
in,5.150584687356227
Japan.,15.39539174215468
Outside,9.49353667450075
of,3.419049841105258
"combat,",15.760102552921785
he,10.41268184640677
couldn't,13.557360102918514
have,10.41268184640677
landed,8.397381118457195
in,3.602828935464073
a,3.0383119238710807
tougher,15.245721081725222
spot.,10.41268184640677
First,9.305543537667488
of,4.118557082034556
"all,",15.760102552921785
no,10.41268184640677
unit,12.08491579997222
likes,10.959174942686024
to,4.262904754062642
have,4.2148922395810615
a,2.696871319900922
new,4.341583266697199
CO,12.259513881438805
brought,10.453889595415305
in,3.0553977242488783
from,8.486636962839459
the,1.1546306840536642
"outside,",16.455530210112926
especially,10.41268184640677
when,4.457543589290595
he's,12.53889178915346
an,10.41268184640677
armchair,8.917203183370841
trooper.,10.421656150557377
"Second,",17.466347458622153
if,10.41268184640677
there,4.553736647751318
is,2.0847739796902856
ever,8.852583819855997
a,5.836801712934827
perfect,7.806749489329359
time,10.654408235508033
to,3.329051550049979
pull,8.483604174864123
the,5.198442056004679
rug,16.455530210112926
out,10.41268184640677
from,4.914054271948119
under,7.534502195343268
"him,",12.053381733057254
it's,10.41268184640677
on,10.41268184640677
maneuvers.,14.354386468092873
In,4.186636801678008
"combat,",13.44846632399266
helping,10.41268184640677
your,10.565634141976286
CO,10.75958232070683
make,10.453889595415305
a,2.471399745292628
fool,9.538610816976346
of,5.127245724332704
himself,8.669192730841802
might,11.33951211204528
mean,11.005078733229755
getting,10.66146227496313
yourself,10.675422807892987
killed.,10.45964020788716
But,7.476636339337408
in,4.160875409235467
"maneuvers,",15.39539174215468
with,10.41268184640677
the,1.581113043448832
top,6.021384995182438
brass,11.53643689243115
watching,10.46820459264593
him,4.90389570564617
all,5.913537704500344
the,2.29126380085231
"time,",16.455530210112926
it's,10.41268184640677
easy.,10.41268184640677
Chandler,17.466347458622153
understood,10.47387370275808
this,10.544788654372462
and,5.090349463816089
expected,11.027207565241252
the,3.84495509977929
worst.,16.455530210112926
But,7.476636339337408
his,10.964380666843804
first,3.362893264278761
few,5.898554945421947
days,2.9593907677071285
with,4.934884362137367
Troop,14.258129501114263
H,10.41268184640677
were,5.970933436710627
full,9.163081658299962
of,2.9592165063901827
"surprises,",15.760102552921785
beginning,10.41268184640677
with,3.2853518420327026
First,9.643008984273004
Sergeant,5.81922631069816
Robert,10.471043165047808
Early.,11.132821038927249
Chandler,17.466347458622153
had,10.47387370275808
expected,6.835921296707732
a,6.23380871966071
tough,8.847126147190014
old,10.487907445104293
trooper,11.38485342861852
with,10.41268184640677
a,2.1579675225473984
gravel,10.63060056488396
voice.,10.451001840369164
Instead,8.169737651493795
Sergeant,10.696004842041615
Early,10.471043165047808
was,11.070988262792044
"quiet,",14.779325510181865
sharp,10.41268184640677
and,5.919080145873265
confident.,15.642328082082512
He,4.740288278894036
had,3.420494967495189
enlisted,8.906661726934832
in,3.992280767337873
the,1.3154413828328713
Army,7.879879449125118
straight,11.305642959587018
out,6.1359291468790405
of,1.3081913581076086
high,7.165763152328895
school,2.5829416805960066
and,3.1192693232058395
had,5.535858870056126
immediately,8.906661726934832
set,6.286772173945947
about,5.459959164971812
learning,12.445794022208478
his,5.319947412941268
new,5.433959250578852
trade.,12.259513881438805
There,6.464230950890136
was,2.7077121634077885
no,5.630754164603312
weapon,12.08491579997222
Early,10.575896167946674
could,11.070988262792044
not,2.0504705213488337
take,6.340774198454168
apart,11.457190743082128
and,5.319947412941268
reassemble,15.642328082082512
blind-folded.,10.41268184640677
He,4.740288278894036
could,7.138917096249086
lead,5.435899921579597
a,3.9811457872771294
patrol,8.847126147190014
and,5.272591259887597
he,5.360369847837196
knew,6.118388510522652
his,10.684622716383826
paper,8.564683292675245
work.,10.782678520453256
"Further,",17.466347458622153
he,10.41268184640677
had,2.6811825816591117
taken,5.087753293620623
full,11.196555810654193
advantage,5.974897723723166
of,2.17860318390643
the,1.200893820446828
Army's,16.455530210112926
correspondence,10.41268184640677
courses.,10.498994340453384
He,4.740288278894036
not,8.230906844156703
only,3.8028231062287854
knew,12.513847744284732
"soldiering,",10.684622716383826
but,10.41268184640677
"mathematics,",13.168825118614029
history,10.41268184640677
and,2.889998189306065
literature,9.243733147547305
as,4.7441511664388365
well.,14.35892669436972
But,7.476636339337408
for,10.964380666843804
all,5.423083631292177
his,5.059853700022631
erudite,13.86798820073432
"confidence,",10.41268184640677
Sergeant,10.41268184640677
Early,10.471043165047808
was,11.070988262792044
right,8.562719409096998
out,5.597301607263141
of,1.3081913581076086
the,1.200893820446828
Garryowen,16.455530210112926
mold.,10.41268184640677
He,4.740288278894036
was,1.988934024206868
filled,8.380730575646655
with,2.272567843090894
the,1.581113043448832
spirit,8.71443112007756
of,2.7448873346502456
the,1.200893820446828
Fighting,16.455530210112926
Seventh.,10.49069071389983
That,7.552860071507691
saved,10.998409707695338
Mel,10.58857735946834
Chandler.,10.41268184640677
Sergeant,11.759237193873275
Early,10.471043165047808
let,11.070988262792044
the,3.409466689171026
new,5.910162455961182
CO,12.259513881438805
know,10.453889595415305
just,10.900048658473551
how,6.31649093215711
lucky,6.697877309864761
he,10.448105722036868
was,1.906404629287456
to,4.372006737792703
be,2.9631387573429597
in,4.642026111944614
the,1.3154413828328713
best,6.116986385291194
troop,11.572881628123827
in,5.913743811536503
the,1.3154413828328713
best,6.116986385291194
regiment,11.572881628123827
in,4.881467094719464
the,1.3154413828328713
United,4.8786820385800045
States,0.6362279149165389
Army.,11.783555473854753
He,4.740288278894036
fed,12.846027360997962
the,5.894839146343982
captain,9.903022323078334
bits,10.689191124703775
of,4.451239764528944
history,8.669192730841802
about,11.55578378477213
the,1.779143607540734
troops,8.591878944664273
and,3.1850348590578554
the,2.471553659984506
regiment.,16.455530210112926
For,6.67084137518759
"example,",11.413977677084592
it,10.41268184640677
was,1.6826475668674847
a,3.028162976289786
battalion,8.693213194690632
of,4.085407221635616
the,1.200893820446828
7th,7.898924016339852
Cavalry,4.97522039718082
under,10.485116408097518
Colonel,6.750076824998178
George,5.39721675550127
Armstrong,11.126954112933026
Custer,10.496234118987427
that,10.41268184640677
had,4.467173354903608
been,1.8315393886611444
wiped,8.367932516202176
out,3.641695934227176
at,4.338933077154212
the,1.1426622132868005
Battle,6.750432622549816
of,0.9230109172511834
The,5.323020564566965
Little,8.900840167379164
Big,6.218146385749579
Horn.,10.845036590624378
It,4.928811528925304
didn't,12.736639129978943
take,10.41268184640677
Captain,11.457190743082128
Chandler,10.81935819618558
long,10.47387370275808
to,5.264064038706605
realize,9.175752853094478
that,3.4894921208835266
he,2.8760315422168934
had,2.6811825816591117
to,3.1608381991321783
carry,6.895164409269795
a,4.704304375701823
heavy,7.239020236284854
load,11.270586352058166
of,3.543444091333607
tradition,11.144982036080526
on,10.831291749368177
his,4.2769035925092656
shoulders,8.564683292675245
as,10.45964020788716
commander,7.555421436761382
of,1.931201127889944
Troop,15.760102552921785
A.,10.41268184640677
But,7.476636339337408
what,4.565785732308598
made,7.11757481496404
the,2.9330790835114278
load,10.461568782806356
lighter,10.547418228056287
was,10.498994340453384
the,2.927780116532962
realization,10.748419945364049
that,4.433633159301464
every,7.562193358001583
"officer,",11.193807763472138
non-com,10.41268184640677
and,10.41268184640677
trooper,15.642328082082512
was,10.41268184640677
ready,7.870570730866642
and,6.0008020051620985
willing,11.027207565241252
to,1.965760131020405
help,5.796688156515377
him,3.804201844017781
carry,12.466045591534934
"it,",10.698265803008391
for,10.41268184640677
the,1.345918144639204
good,8.959432864936968
of,4.426778743006459
the,1.200893820446828
troop,10.461568782806356
and,10.528864328377765
the,2.471553659984506
regiment.,16.455530210112926
O'Banion,17.466347458622153
was,10.41268184640677
a,3.028162976289786
complex,7.54905400019876
and,3.5105287662472384
frightening,11.027207565241252
"man,",10.433497965716953
whose,10.41268184640677
bright,11.042585779263844
blue,5.264904630019922
eyes,5.1021933513673865
stared,10.698265803008391
with,10.41268184640677
a,2.1579675225473984
kind,7.421275150847602
of,1.4693245644098056
frozen,11.144982036080526
candour,10.462503160399518
into,10.41268184640677
others'.,12.73221733100528
He,4.740288278894036
had,3.420494967495189
a,2.5904446957052523
"round,",15.245721081725222
frank,10.41268184640677
Irish,10.41268184640677
"face,",11.000081138327316
creased,10.41268184640677
in,10.41268184640677
a,3.0383119238710807
jovial,15.245721081725222
grin,10.41268184640677
that,10.41268184640677
stayed,14.36569861560992
bleakly,10.632942554049004
in,10.41268184640677
place,6.631182235012676
even,11.654242718960116
when,3.9553390386709193
he,2.084368005189948
was,1.906404629287456
pumping,14.779325510181865
bullets,10.45676903533851
into,10.436436637789742
someone's,12.73221733100528
body.,10.41268184640677
He,4.740288278894036
carried,7.542722452938886
three,10.978131549563434
guns,6.752747642925468
--,11.335937658406872
one,10.427594586608032
in,3.971940729776095
the,1.3154413828328713
right,6.57219434578765
trouser,11.304411872012016
"pocket,",10.41268184640677
one,10.41268184640677
under,7.002110570924562
his,4.152004379264638
left,6.21781949988932
"armpit,",11.66718185349584
one,10.41268184640677
in,3.971940729776095
the,1.3154413828328713
left,7.225289176430406
outside,7.05206133665458
coat,11.124007691437573
pocket,10.496234118987427
--,10.462503160399518
and,10.427594586608032
was,4.135410629126278
equally,8.785364082875294
lethal,10.518105462931352
with,10.44228820075763
both,6.1869109611444015
hands.,12.154668818718353
He,4.740288278894036
killed,12.846027360997962
"accurately,",11.321510689897156
"freely,",10.41268184640677
and,10.41268184640677
dispassionately.,15.642328082082512
The,3.120973059329459
police,7.517040610048056
credited,11.032936144246143
him,10.663802606954118
with,3.641220652359295
twenty-five,14.258129501114263
murders,10.41268184640677
but,10.45676903533851
he,3.463727531050919
was,1.906404629287456
never,5.969313462208691
brought,6.05622459221477
to,2.8630788472448363
trial,10.089054046120268
for,5.487641709682505
one,5.605377414551531
of,1.071030259939442
them.,15.760102552921785
Like,8.236106424939635
a,3.289033719713786
fair,8.241746945002541
number,10.493466257606206
of,0.8305346504510264
bootleggers,15.760102552921785
he,10.41268184640677
disliked,7.158765168383306
alcohol.,10.498994340453384
He,4.740288278894036
was,1.988934024206868
an,4.60577265322212
expert,6.84646275314374
"florist,",10.528864328377765
tenderly,10.41268184640677
dextrous,10.41268184640677
in,10.41268184640677
the,1.3154413828328713
arrangement,10.748419945364049
of,3.6385656502307744
bouquets,15.760102552921785
and,10.41268184640677
wreaths.,15.642328082082512
He,4.740288278894036
had,3.420494967495189
no,4.198023904764352
apparent,6.781610891913145
comprehension,10.647304082870662
of,10.421656150557377
morality;,15.760102552921785
he,10.41268184640677
divided,8.942239586077255
humanity,10.80525330579372
into,10.515397562335451
"""right",12.73221733100528
"guys""",10.41268184640677
and,10.41268184640677
"""wrong",15.642328082082512
"guys,""",10.41268184640677
and,10.41268184640677
the,2.471553659984506
wrong,9.07714649711621
ones,10.593605148535708
he,6.055670401531978
was,1.906404629287456
always,7.038226420146497
willing,10.950438057880346
to,1.965760131020405
kill,6.510383769930476
and,10.71172525830841
trample,15.642328082082512
under.,10.41268184640677
He,4.740288278894036
had,3.420494967495189
what,8.906661726934832
was,2.893273724184697
described,5.883558906125777
by,2.31227881164666
a,2.890016486144145
psychologist,15.245721081725222
as,10.427594586608032
a,1.723669158911031
"""sunny",15.245721081725222
"brutality.""",10.41268184640677
He,4.740288278894036
walked,12.846027360997962
with,5.858753185916821
a,2.1579675225473984
